survived,pclass,age,sibsp,parch,fare,adult_male,alone,sex_male,embarked_Q,embarked_S,class_Second,class_Third,who_man,who_woman,deck_B,deck_C,deck_D,deck_E,deck_F,deck_G,embark_town_Queenstown,embark_town_Southampton,alive_yes
0.0,1.0,0.5224930887157577,0.0,0.16666666666666666,0.01640390592611157,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
1.0,1.0,,0.0,0.0,0.015126992566498259,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,True
0.0,0.5,0.2963056044232219,0.0,0.0,0.025374310111545468,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False
0.0,1.0,0.3465694898215632,0.0,0.0,0.018542765081513996,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0.0,1.0,,1.0,0.3333333333333333,0.13575255909676823,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0.0,1.0,0.42196531791907516,0.0,0.0,0.012678957201736696,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0.0,1.0,0.5664739884393063,0.0,0.0,0.014102260811993537,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
1.0,1.0,0.22090977632570996,0.0,0.0,0.015712553569072387,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,True
0.0,1.0,0.01985423473234481,0.0,0.16666666666666666,0.02042143996477265,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False
0.0,1.0,0.39683337521990447,0.125,0.0,0.030937139635999665,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
1.0,1.0,0.32143754712239253,0.0,0.0,0.036670757786204655,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True
1.0,1.0,0.19577783362653933,0.0,0.0,0.015126992566498259,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,True
1.0,0.0,0.4973611460165871,0.0,0.0,0.060507970265993034,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0.0,1.0,0.2963056044232219,0.0,0.0,0.013760683560491965,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
1.0,0.5,0.43453128926866047,0.0,0.0,0.04098927018018883,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,True
0.0,1.0,0.2711736617240513,0.0,0.0,0.014151057562208049,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0.0,0.5,0.37170143252073384,0.0,0.0,0.025374310111545468,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False
0.0,1.0,,0.125,0.0,0.015126992566498259,True,False,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False
1.0,0.0,0.38426740387031916,0.125,0.0,0.22109807522194713,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
1.0,1.0,0.33400351847197784,0.0,0.0,0.015468569817999833,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True
0.0,0.5,0.5224930887157577,0.125,0.0,0.05270049023167135,True,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False
1.0,0.0,0.39683337521990447,0.0,0.0,0.14891148113361488,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
0.0,0.5,0.37170143252073384,0.0,0.0,0.020494635090094415,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False
1.0,1.0,0.19577783362653933,0.0,0.0,0.015712553569072387,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,True
0.0,0.5,0.33400351847197784,0.0,0.0,0.025374310111545468,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False
0.0,1.0,0.6355868308620256,0.0,0.0,0.015712553569072387,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0.0,1.0,,0.0,0.0,0.015411575213749284,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
1.0,0.0,0.4722292033174164,0.125,0.0,0.17566830077223786,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,True
0.0,1.0,0.2711736617240513,0.0,0.0,0.01824998458022693,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
1.0,0.5,0.23347574767529528,0.0,0.0,0.020494635090094415,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,True
0.0,1.0,0.2523247046996733,0.0,0.0,0.014151057562208049,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0.0,0.5,0.22090977632570996,0.0,0.0,0.025374310111545468,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False
0.0,1.0,,0.375,0.16666666666666666,0.04970768794751499,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False
1.0,0.0,0.43453128926866047,0.125,0.0,0.16293234896625058,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True
0.0,1.0,0.35913546117114853,0.0,0.0,0.015175789316712771,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0.0,0.5,0.7361146016587082,0.0,0.0,0.026350245115835676,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False
1.0,1.0,0.05755214878110078,0.5,0.3333333333333333,0.061264319894317944,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True
0.0,0.5,0.2963056044232219,0.0,0.0,0.020494635090094415,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False
0.0,1.0,,0.0,0.0,0.014736618564782174,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False
0.0,0.5,0.5476250314149284,0.125,0.0,0.050748620223090936,True,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False
1.0,0.5,0.09525006282985675,0.0,0.3333333333333333,0.05123658772523604,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True
0.0,0.5,0.23347574767529528,0.0,0.0,0.020494635090094415,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False
0.0,0.5,0.4093993465694898,0.0,0.0,0.023959204355324663,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False
0.0,1.0,,0.125,0.0,0.028212719478023115,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
1.0,1.0,,0.125,0.0,0.030253985132996517,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,True
0.0,0.5,0.35913546117114853,0.0,0.0,0.020494635090094415,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False
0.0,1.0,0.2711736617240513,0.0,0.0,0.013907073811135496,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0.0,1.0,0.37170143252073384,0.0,0.0,0.014102260811993537,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
0.0,0.0,0.5476250314149284,0.25,0.0,0.17566830077223786,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False
0.0,1.0,0.3088715757728072,0.0,0.0,0.015175789316712771,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False
1.0,0.5,0.2963056044232219,0.0,0.3333333333333333,0.028302115124416098,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,True
1.0,0.0,0.4596632319678311,0.125,0.16666666666666666,0.10257896680493714,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,True
0.0,0.5,0.6732847449107816,0.125,0.0,0.050748620223090936,True,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False
0.0,1.0,,0.0,0.0,0.014151057562208049,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0.0,1.0,0.35913546117114853,0.125,0.16666666666666666,0.02042143996477265,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False
0.0,0.0,0.7738125157074642,0.0,0.0,0.051822148727810165,True,True,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
0.0,1.0,0.37170143252073384,0.125,0.0,0.031425107138144774,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0.0,1.0,0.5099271173661724,0.0,0.3333333333333333,0.039452172548431745,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False
1.0,1.0,0.35913546117114853,0.0,0.3333333333333333,0.029757819776815374,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
1.0,0.0,,0.0,0.0,0.15458810467956932,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
1.0,0.0,0.37170143252073384,0.0,0.0,0.16883675574220638,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,True
1.0,0.0,0.43453128926866047,0.0,0.0,1.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
1.0,0.5,0.6230208595124404,0.0,0.16666666666666666,0.050748620223090936,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,True
0.0,1.0,,0.0,0.0,0.015126992566498259,True,True,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False
1.0,1.0,0.032420206081930136,0.5,0.3333333333333333,0.061264319894317944,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True
0.0,0.0,0.648152802211611,0.125,0.16666666666666666,0.1554664461834305,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False
0.0,0.0,0.4973611460165871,0.0,0.0,0.0,True,True,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False
0.0,1.0,,0.0,0.0,0.015126992566498259,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False
0.0,0.5,0.4470972606182458,0.0,0.0,0.020494635090094415,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False
0.0,1.0,0.19577783362653933,0.5,0.16666666666666666,0.07746484096553544,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
1.0,1.0,0.3088715757728072,0.125,0.0,0.015175789316712771,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,True
1.0,0.0,0.7235486303091229,0.0,0.16666666666666666,0.2995388511917728,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True
1.0,0.0,0.43453128926866047,0.0,0.0,0.2647385704347907,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True
0.0,0.0,,0.0,0.0,0.060507970265993034,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
1.0,1.0,0.3088715757728072,0.0,0.0,0.0,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,True
1.0,0.5,0.5099271173661724,0.0,0.16666666666666666,0.0380614651673182,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,True
0.0,0.0,0.4596632319678311,0.0,0.16666666666666666,0.057970539254838485,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
1.0,1.0,,0.0,0.0,0.015126992566498259,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,True
1.0,0.0,0.7863784870570495,0.125,0.0,0.15216446768991498,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True
0.0,1.0,0.5601910027645137,0.0,0.0,0.015126992566498259,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False
0.0,0.5,,0.0,0.0,0.0,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False
0.0,1.0,0.08268409148027142,0.5,0.16666666666666666,0.056848213999904744,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False
1.0,1.0,0.43453128926866047,0.125,0.16666666666666666,0.03952536767375352,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True
0.0,1.0,0.8115104297562201,0.0,0.0,0.015126992566498259,True,True,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False
0.0,1.0,0.3465694898215632,0.0,0.0,0.015330377421392339,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0.0,1.0,0.19577783362653933,0.0,0.0,0.018542765081513996,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
1.0,1.0,0.23347574767529528,0.0,0.0,0.015712553569072387,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,True
0.0,0.0,,0.0,0.0,0.050748620223090936,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
0.0,1.0,0.4093993465694898,0.0,0.0,0.016908073949327893,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
1.0,1.0,0.37170143252073384,0.0,0.0,0.018542765081513996,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,True
0.0,1.0,0.2711736617240513,0.0,0.0,0.015411575213749284,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
1.0,0.5,0.5224930887157577,0.0,0.0,0.025374310111545468,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,True
1.0,1.0,0.2711736617240513,0.0,0.0,0.015126992566498259,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,True
1.0,0.0,0.32143754712239253,0.0,0.0,0.15390495017656614,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True
1.0,0.0,0.23347574767529528,0.125,0.0,0.17777475888549785,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True
0.0,0.5,0.4470972606182458,0.0,0.0,0.025130326360472913,True,True,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
0.0,1.0,0.2963056044232219,0.0,0.0,0.01727404957593672,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False
0.0,1.0,0.2963056044232219,0.0,0.0,0.015411575213749284,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0,,0.0,0.0,0.05410739813385612,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0.0,1.0,0.2900226187484292,0.0,0.0,0.014110458666029575,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
0.0,0.0,0.01985423473234481,0.125,0.3333333333333333,0.29580589980036276,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
1.0,0.0,,0.0,0.0,0.05953203526170282,True,True,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,True
1.0,0.0,0.6230208595124404,0.0,0.16666666666666666,0.4831284260198326,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True
1.0,1.0,,0.0,0.0,0.015126992566498259,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,True
1.0,1.0,,0.25,0.0,0.04538097769949478,True,False,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False,True
0.0,1.0,0.23347574767529528,0.0,0.0,0.0,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
1.0,0.5,,0.0,0.0,0.024105594605968193,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,True
0.0,1.0,,0.0,0.0,0.015712553569072387,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
1.0,0.0,0.0062829856747926615,0.125,0.3333333333333333,0.29580589980036276,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True
1.0,0.0,,0.0,0.0,0.21642978772242535,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
1.0,0.0,0.20834380497612465,0.125,0.0,0.2125586439344078,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
0.0,0.5,0.37170143252073384,0.125,0.0,0.04684488020593009,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
1.0,0.0,0.37170143252073384,0.0,0.0,0.11111839809247648,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
1.0,0.0,0.2963056044232219,0.0,0.0,0.16231419173453318,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
1.0,0.0,0.22090977632570996,0.25,0.3333333333333333,0.5121218935012878,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True
0.0,0.5,0.32143754712239253,0.125,0.16666666666666666,0.050748620223090936,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False
0.0,1.0,0.3465694898215632,0.0,0.0,0.015411575213749284,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0.0,0.5,0.5350590600653431,0.125,0.16666666666666666,0.05123658772523604,True,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False
1.0,1.0,0.32143754712239253,0.0,0.0,0.015330377421392339,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True
1.0,0.5,0.2963056044232219,0.125,0.0,0.050748620223090936,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,True
0.0,0.5,0.6732847449107816,0.0,0.0,0.027326180120125887,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False
1.0,0.0,0.38426740387031916,0.0,0.3333333333333333,0.32179836714362564,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True
1.0,0.0,0.4973611460165871,0.125,0.16666666666666666,0.2625265161540666,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
0.0,1.0,0.2711736617240513,0.0,0.0,0.014151057562208049,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0.0,1.0,0.33400351847197784,0.0,0.0,0.015411575213749284,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
1.0,0.5,0.37170143252073384,0.0,0.0,0.024105594605968193,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True
1.0,0.5,0.2711736617240513,0.125,0.16666666666666666,0.056604230248832196,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,True
0.0,1.0,,1.0,0.3333333333333333,0.13575255909676823,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
1.0,0.0,0.4470972606182458,0.0,0.0,0.2647385704347907,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
0.0,1.0,0.7612465443578789,0.0,0.0,0.012174789178520372,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
1.0,0.5,0.4470972606182458,0.0,0.0,0.025374310111545468,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,True
1.0,1.0,0.38426740387031916,0.125,0.16666666666666666,0.04006213192611313,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True
1.0,0.0,0.19577783362653933,0.0,0.16666666666666666,0.11316786160148591,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True
1.0,1.0,,0.25,0.0,0.04538097769949478,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,True
0.0,0.0,0.5664739884393063,0.0,0.0,0.055628295244541985,True,True,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
0.0,0.0,0.4722292033174164,0.0,0.16666666666666666,0.2995388511917728,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
0.0,1.0,0.19577783362653933,0.25,0.0,0.03513366015444757,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
1.0,0.0,,0.125,0.0,0.2608674266467732,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True
0.0,1.0,,0.0,0.0,0.015411575213749284,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0,0.35913546117114853,0.125,0.0,0.12999454257145598,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
1.0,0.0,0.5099271173661724,0.0,0.0,0.2625265161540666,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
1.0,1.0,0.5601910027645137,0.0,0.0,0.015712553569072387,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,True
0.0,0.0,0.5601910027645137,0.0,0.0,0.06929138530460492,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
1.0,0.5,0.01985423473234481,0.125,0.16666666666666666,0.050748620223090936,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,True
1.0,0.0,0.2963056044232219,0.375,0.3333333333333333,0.5133418122566505,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True
0.0,0.5,0.3465694898215632,0.0,0.0,0.025374310111545468,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False
0.0,0.5,0.3088715757728072,0.0,0.0,0.025374310111545468,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False
0.0,0.5,0.4470972606182458,0.0,0.0,0.025374310111545468,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False
1.0,0.5,0.2963056044232219,0.0,0.0,0.025374310111545468,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,True
1.0,0.5,0.4973611460165871,0.0,0.0,0.025374310111545468,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,True
1.0,1.0,,0.125,0.0,0.031425107138144774,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True
1.0,1.0,0.032420206081930136,0.125,0.16666666666666666,0.031034733136428686,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True
0.0,1.0,0.5224930887157577,0.0,0.0,0.016908073949327893,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0.0,1.0,0.2837396330736366,0.0,0.0,0.01800600082915438,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0,,0.0,0.0,0.06831545030031472,True,True,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
0.0,1.0,0.18321186227695402,0.125,0.16666666666666666,0.014110458666029575,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
0.0,1.0,0.3088715757728072,0.125,0.0,0.034743286152731485,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0.0,1.0,,0.0,0.0,0.014102260811993537,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
0.0,1.0,0.3465694898215632,0.0,0.0,0.018542765081513996,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
1.0,0.0,0.2711736617240513,0.0,0.16666666666666666,0.10735285047192313,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True
0.0,0.5,0.4722292033174164,0.0,0.0,0.025374310111545468,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False
1.0,1.0,,0.0,0.0,0.01537917417160685,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,True
1.0,1.0,,0.0,0.0,0.01537917417160685,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,True
0.0,1.0,0.4973611460165871,0.125,0.6666666666666666,0.05445717323939373,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0.0,0.5,0.35913546117114853,0.125,0.0,0.05410739813385612,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
0.0,1.0,0.5601910027645137,0.0,0.16666666666666666,0.028212719478023115,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
0.0,1.0,0.43453128926866047,0.0,0.0,0.013760683560491965,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0.0,1.0,,0.125,0.0,0.030253985132996517,True,False,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False
0.0,1.0,0.37170143252073384,0.0,0.0,0.014151057562208049,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
1.0,0.0,0.7486805730082935,0.125,0.0,0.14687821814567664,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
1.0,1.0,,0.0,0.0,0.014110458666029575,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
1.0,1.0,,0.0,0.0,0.015126992566498259,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,True
1.0,0.0,0.2963056044232219,0.0,0.0,0.13526459159462315,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True
1.0,0.0,0.3088715757728072,0.125,0.0,0.1082149914547131,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
0.0,1.0,0.22090977632570996,0.125,0.0,0.012678957201736696,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0.0,1.0,0.23347574767529528,0.0,0.0,0.015712553569072387,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0.0,0.0,0.2711736617240513,0.0,0.0,0.2647385704347907,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0.0,1.0,0.032420206081930136,0.375,0.16666666666666666,0.04113566043083236,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
1.0,0.0,,0.125,0.0,0.16038672010106,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
1.0,1.0,0.2711736617240513,0.0,0.0,0.014151057562208049,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True
0.0,0.0,0.33400351847197784,0.0,0.3333333333333333,0.41282050681475896,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
0.0,1.0,0.24604171902488062,0.0,0.0,0.007831878409428937,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
0.0,1.0,0.23347574767529528,0.0,0.0,0.015175789316712771,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
1.0,0.0,0.5224930887157577,0.0,0.0,0.4440992237022602,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
1.0,1.0,0.007288263382759489,0.0,0.3333333333333333,0.030725752114070404,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
0.0,1.0,0.39683337521990447,0.0,0.0,0.015468569817999833,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
1.0,0.0,0.43453128926866047,0.125,0.0,0.10149724044618187,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True
0.0,1.0,,0.0,0.0,0.015411575213749284,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0.0,0.5,0.22090977632570996,0.0,0.0,0.1434624456306609,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False
0.0,1.0,0.007288263382759489,0.625,0.3333333333333333,0.09154270340242172,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
1.0,0.5,0.4470972606182458,0.0,0.0,0.025374310111545468,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,True
0.0,1.0,,0.0,0.0,0.015086393670319786,True,True,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False
1.0,0.5,0.20834380497612465,0.0,0.0,0.023422440102965045,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
1.0,0.0,0.4470972606182458,0.125,0.3333333333333333,0.23422440102965045,True,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,True
1.0,1.0,0.2586076903744659,0.0,0.0,0.015216388212891242,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,True
0.0,1.0,0.3465694898215632,0.25,0.0,0.015468569817999833,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
1.0,0.0,0.2837396330736366,0.125,0.0,0.22109807522194713,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
1.0,1.0,0.2963056044232219,0.0,0.3333333333333333,0.03259622914329302,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True,True
0.0,1.0,0.2711736617240513,0.0,0.0,0.015216388212891242,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
